heading,content
in photography exhibit,"By Charlie Collier For those who think of the li brary as a place to avoid unless ab solutely necessary Marianna Archambault, professor of modem languages, offers an entirely new reason to visit with her compelling photography exhibit ""Textures and Reflections."" The exhibit, made up of 39 photographs from cities such as Paris, Venice and New York, of fers you the chance to sec the world without ever having to leave the li brary or even open a book. ""Textures and Reflections"" is a fitting name for the exhibit as almost every photo captures a pat tern or angle that makes one want to examine it more closely. Archambault explained that the name for the exhibit came from showing slides of her photographs to friends, and through this, similar words describing the photographs were often used. For example, one of Archambault's friends com mented that ""when I look at a pic ture of yours I feel like touching it."" This is no doubt a common re action when viewing her photogra phy as she has timelcssly captured depth and textures that make one want to feel as well as view her art. Archambault is the chair of the department of modern lan guages and secretary of the faculty. Her education began in Prague, Czechoslovakia and included time in Brooklyn during grade school and a year at a French high school in Belgium. She completed her studies at Penn State University, receiving her bachelors and mas ters degree and Ph.D. Remarkably, however, Archambault has had no formal training in photography. She does not develop her own prints and uses rather standard equipment. 'It's simply a camera where I can control the shutter speed and the light exposure,"" she commented. Her eye truly guides her and rarely does she crop or alter her photo graphs once they have been devel oped. ""I do the framing as I take the picture,"" she explained. It is this gift for ""framing"" that comes through quite clearly in her work. Every inch of her photographs help to enhance their feeling, whether it be a small dog on a rooftop or the subtle patterns of a wall or sidewalk in a background. ""I like very much the idea of reaching out to others through my pictures,"" remarked Archambault with pride. She has certainly com piled an exhibit that achieves this goal. Last weekend she entered sev eral of her photographs in the Lewis- burg Festival of the Arts. Her work received one first place and three seconds. These photographs are on display at the Lewisburg Photo Shop on Market Street. ""Textures and Reflections' is currently on display on the sec ond level of the library, adjacent to the office and continues into the periodicals section. The exhibit will be displayed throughout the summer. Courtesy of Marianna Archambault This photograph of Le Pont Neuf and the Seine River in Paris is one of 39 photographs now on display in Professor of Modern Languages Marianna Archambault's exhibit ""Textures and Reflections"" on the second level of the Bertrand Library."
s,2 2
The Peddler's Wagon,
C ou n try S tore &  G ifts,
524-7869,
"* Basket Outlet -- 1,000's of",
Baskets,
* Dried Flowers,
* Pottery,
* Precious Moments,
* Crabtree and Evelyn,
Soaps and Scents,
* Scarborough,
Potpourri & Toiletries,
BROOKPARK FARM,
The P o ta to  C ellar S h o p s,
Rt. #45 W est,
100 Reitz Rd.,
"Lewisburg, PA",
Two Shops,in O ne
Janet's,
&A,
Doll,
A *,
House,
o-'cs,
A,
<0,
*o Country 'Posies,
V/M (717) 524-9366,"?ani M  f fyivpj ef U rn fon*,"
Jazz,
and Rock Ensemble to,
jam in the quad tomorrow,"By Jon Elliot StaffWritcr Arc you looking for something to do with your parents after dinner Saturday night and before you take them out to chug beers or do the cir cuit? Well then, look no further than the academic quad for what many hope will prove to be a most enter taining time for young and old alike. The student run and student directed talents of the Bucknell Jazz and Rock Ensemble, BJRE, will be per forming, free of charge and weather permitting, at 10 pm in the academic quad. Under the direction of student director Dart Janucski '91, the En semble will be performing such Jazz classics as ""April in Paris"" and ""'A' Train"" as well as more recent hits such as Pat Mcthcny's ""First Circle"" and the theme song from ""Late Night with David Leltcrman"" as composed by Paul Shacfcr. BJRE recently returned from Edison, New Jersey, where they competed in an exhibition and were critiqued by the likes of Jazz great Justin DiCiocio. This year's crop of musicians has proven themselves to be one of the best ensembles Buck- nclI has to offer. This is BJRE's 17th year of existence at Bucknell. ""We are mostly made up of non-music majors, you know guys and girls who just dig playing mu sic,"" says BJRE trumpeter Joe Zavory '93, ""but it's pretty serious."" Made up of 17 full-time members who have been selected through a rather informal auditioning process the ensemble practices a minimum of three hours per week as a group The group is monetarily supported by the University, which according to Zavory, ""keeps us solvent"" BJRE will also be performing at the Weis Center on May 15, as the headlining act. With the enthusiasm of the ensemble, this free perfor mance will hopefully allow BJRE to prove themselves as an alternative form of quality entertainment within the Bucknell bubble. BJRE is ex cited to perform for parents and stu dents alike, and according to Zavory, ""we want everybody to come out and see us strut our stuff and 'display our wares'."""
A rts 8? E ntertainm ent,
CALENDAR OF EVENTS,
APRIL 26 through MAY 3,"Exhibit: recent paintings and watercolors of David Armstrong '69. ELC, Center Gallery, Apr. 27 - June 9. Exhibit: 'Textures & Reflections,"" photographs by Marianna Archambault, chair and professor of modem languages, Bertrand Library, Level Two, through Aug. 30. Exhibit: ""Ground Paintings: (New York Scries) #1 and #2,"" recent abstract paintings of Neil Anderson, professor of art, Bertrand Library, Level Two, through Aug. 31. See SPRING WEEKEND SCHEDULE for weekend events SATURDAY, APRIL 27 Feld Ballets/NY, Capitol Theatre, Williamsport, 7 p.m., 326-2424. SUNDAY, APRIL 28 MONDAY, APRIL 29 A History of the American Film, directed by Gary Grant, University Theatre in Coleman Hall, 8 p.m. TUESDAY, APRIL 30 Masks and Mirrors, one-woman play, Vaughan Lit., 7:30 p.m. WEDNESDAY, MAY 1 THURSDAY, MAY 2 13 Rue de l Amour by Georges Feydeau, Bloomsburg Theatre Ensemble, Alvina Krause Theatre 226 Center Street, 784-8181. FRIDAY, MAY 3 Hilltop Film Series: Woman on the Verge of a Nervous Breakdown, Vaughan Lit., 4:30 and 8 d m Bucknell Orchestra Concert, Weis Center, 8 p.m. '"
Pregnant? Turn to Us.,* All Medical Expenses Paid FREE Counseling * You Can Help Choose The Best Family For Your Baby * Direct Placem ent-No Foster Care * Confidential and Personal Care
BIRTHMOTHERS CALL COLLECT,
& (,
717,
),
737-3960,) #
CAMPHILL/HARRISBURG,
Adoption Services,
NATURAL,
POOD,
Sr TOY,
STORE,Wholesome Foods & vitamins
SPORT SUPPLEMENTS,
C,"welder-Twlnlab 20 % o f f ') Route 45 11/2 miles west of Lewisburg, Pa"
____,
(717) 523-0808,
Tartfi,
>>,
Vine,
'Broofiparii farm,
eRfT 45 'West,SiCfiand dried flower !!arrangements (Handcrafted wreaths and unique gifts from Qermany (Bargain prices on fabric and Bedding
Wreaths and arrangements made to order,
Y=6523-0050,
HEADING FOR EUROPE THIS,
SUMMER?,Jet there anytim e for $160 with AERHXTCH(r). (As reported in L eft Golii New York Time*.) AIRHITCH(r) 893-6000.
Professional Cleaning Services,
"Cleaning homes,",
"apartments, frats, etc.",
Free Estimates.,
742-7978,
B R O O K P A R K  FA R M,
The Potato Cellar Shops,
Route #45 West 100 Reitz Rd.,
"Lewisburg, Pa.",
Donna's Fashion Outlet,
523-6455,
Top Quality Ladies,
Wear At Outlet,
Prices!,
* M atti Sport,
* J. J. Browne,
* Leon Levin,
* Sim ply C asual,
* Ralph Lauren,
Jacque Renard Jewelry,
and Accessories,
* Giorgio,
* Ami K nits,
* Laura K nits,
* Tanner,
* Andriano,
Rug Outlet,"-- L o cated  one m ile fro m R t. 15 on R t. 45 W est A ccent F lo o r Fashion * W ool D hurnc- * Made in I S A. Braids * Hand knot mils lu m i I urkn\ * Beautiful wool hand knot accent rugs from China and India * IOC, machine vs m en oriental design rugs . 100 \ \  ool I lokati Irom  Creese * H a n d  hooked Rugs *  K o r o s l o n  R o y s F e a lu rin g M o n  le A | >| u , y  ni S o i v n s C  i i s t i  u n  (  ) t  l i e r  s | n k e n L I 'S  S h ip p in y  A m .u  lie n Brookpark Farm RD 2, Roule 45 Lewisburg, PA 17827 717 524-9494 O pen Every Dav April 26, 1991 /"
The Bucknellian,Page 9
erri,
Bison crowd catches,
Jazz & Blues Express,"By Vic Tchipraut The Bison Jazz and Blues Express continued to reward its audiences kst Sunday with the Sallins/Marshall Project. For the first time, tlie concert series was able to attract a good-sized crowd with this hiavy R&B/funk-influ- enced fusion group. Led by Joe Sallins, the Sallins/Marshall Project has been playing for four years throughout the Northeast at various clubs and universities. All compositions are written and arranged by bassist Sallins, with occasional help from his newest keyboardist, Ed Smith. With the input and inspiration of added to the flavor by continuously improvising on the drum set Us ing a simple five drum set, he man aged to create the sound and com plexity of an elaborate set-up. The excitement of the Sallins/Marshall Project was evi dent on the faster tunes, where the skill and personality of each musi cian exploded into endless solos appearing from nowhere and then easily fading with the utmost el egance. The concert had an unhurried, knowing feel of a band that has been through endless jam sessions and has focused on mak ing music not for the pop charts, but for the few that appreciate such jazzy spontaneity. The group Courtesy of Bison Programming Committee Rick Marshall, left, and Joe Sallins, right, of the Sallins/Marshall Project entertained a good-sized crowd at Sunday's Bisonjazz & Blues Express. his close friend and drummer, Rick Marshall, the band has surpassed the amateur level and, despite their humble beginning, has become one of the leading underground fusion jazz groups around. The highlight of the perfor mance was the sleek interplay of electric bass guitarist Tyrone Blanton along with Sallins' piccolo electric bass guitar. It is the syn ergy created by these two bassists that has established the group's style in the realm of fusion jazz. Blended with these funky bass lines was the synthesizer of ""Frantic Mintic"" Smith. Marshall ended with Blue Bossa, a percus sion spectacle in which the two bassists traveled around the Bison, drumming on all possible surfaces and then inviting two members from the audience to try their hands on a set of congas. The Sallins/ Marshall Project is certainly rede fining the role and future of fusion jazz with their funky bass lines and innovative techniques. The Bison Jazz and Blues Express will bring the blues sounds of Mike Dugan and the Survival Band to the Bison this Sunday at 7 p.m."
Art of Armstrong '69 to be displayed,
Twenty-five years of Bucknell grad's art will go on exhibit tomorrow,"By Karen M. Ebersold The Bucknell community will have the distinct pleasure of viewing ""the most comprehensive exhibition in terms of its breadth and range"" of David Armstrong's work over the past twenty five years. Entitled ""David Armstrong: Twenty-Five Years of Painting,"" the exhibit will include acrylic paintings, egg tem pera paintings, water color paintings, oil paintings, pencil drawings, stud ies for larger works, and the larger works themselves. The Center Gallery in the Langone Center will host the exhibit which will run from April 27 through June 9. The show will in deed prove the potential for artistic growth at this University as Armstrong is a 1969 graduate of Bucknell, achieving national success with many acclaimed exhibitions both on the East and West coasts. Armand Hammer, the late philan thropist, gave an Armstrong work to President George Bush. He has had eight one-man shows in New York City, and his work is a part of many private and museum collections, some parts of which, not seen by even Armstrong himself in the past 25 years, have been specially bor rowed for this exhibit. The Academy of Artistic Achievement, established in 1990 by Bucknell's Association for the Arts for the recognition of distinguished Bucknell alumni in the Arts, chose Armstrong as their first member in the Visual Arts field. Armstrong sees this as a ""wonderful opportunity"" and a ""great honor"" and feels that ""Bucknell has the facilities and the ------ Courtesy of David Armstrong ""Ocean Gardener,"" pictured above, is one of the works of David Armstrong '69 to be on exhibit in the Center Gallery. ""David Armstrong: Twenty-Five Years of Painting"" will be on display through June 9. location to be a major contributor to the field of the arts,"" and it is essen tial that the importance of the arts and its students are recognized. His works cover a broad range of traditional American Realism subjects from portraits of his neigh bors and family to landscapes of Pennsylvania and the coast of Maine. ""The work is reflective of my direction in painting in terms of sub stance, subject, and medium over the last twenty-five years,"" says Armstrong, whose dedication and passion for painting is most evident in this exhibit. Armstrong's beautiful and re alistic landscape paintings inevitably emphasize the value and beauty of American land which is quickly dis appearing. Armstrong does not want to dictate one specific environmen tal message with his paintings but instead wants the viewer to decide and ""take away from the exhibit what he wants."" Armstrong did, however, speak of the ""frightening alienation"" that we have from the land in our modem world and said, ""if people leave the exhibit with some connection or concern with the planet, I'll be happy."" Armstrong will be present for an opening reception in the gallery on Saturday, April 27, from 5 to 7 p.m. There will also be a gallery talk on Saturday, May 4, from 3 to 5 p.m. in the gallery, at which time Armstrong will speak about his work and answer any questions that view ers might have. The Center Gallery, on the third floor of the Langone Center, is open to the public 11 a.m. to 4 p.m. on weekdays, and 1-4 p.m. on Saturday and Sunday."
